Global Stream Statistics Counters:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxPackets,961154405,34557868926,15205464,2,1,1,85150590,345578688576,961154405,34557868926,2,1,1,85150590,345578688576,961154405,2,1,1,85150590,345578688266,960832747,34557868770,1,1,85150590,345578653073,960729259,34557865164,1,1,345578688576,34557868926,961153350,480577383,480577384,961153899,480576953,85150590,480577604,345578688576,961128450,34557868926,1,85150590,345578688485,961068108,34557868905,1,1,85150590,345578688533,961108440,34557868919,1,1,85150590,345578688893,961122367,34557868941,1,85150590,345578688406,960947174,34557868819,552925618,1,1,552923853,85150586,552929736,552925618,345578687793,960947749,34557868695,552925618,1,1,552923851,85150579,552929738,552925613,345578686791,960945608,34557868401,552925614,1,1,552923850,85150558,552929736,552925615,345578683285,960898972,34557867354,552925612,1,1,552923842,85150554,552929734,552925614,345578680241,960822374,34557866422,552925610,1,1,552929719,552925601,345578680520,960907562,34557866523,552925612,1,1,552923841,552929723,345578682183,960848131,34557866859,1,1,552923851,552929728,552925601,345578682199,960785063,34557866896,552925614,1,552923837,552925603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX Errors:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  TxRxDiff,0,0,0,480577381,480577383,961153898,0,0,0,0,480577381,480577383,961153898,0,0,0,480577381,480577383,961153898,0,310,321658,156,480577382,480577383,0,35503,425146,3762,480577382,480577383,0,0,0,0,0,0,0,0,0,0,25955,0,480577383,0,91,86297,21,480577382,480577383,0,43,45965,7,480577382,480577383,0,0,32038,0,480577382,0,170,207231,107,0,480577382,480577383,0,4,4,0,783,206656,231,0,480577382,480577383,2,11,2,5,1785,208797,525,4,480577382,480577383,3,32,4,3,5291,255433,1572,6,480577382,480577383,11,36,6,4,8335,332031,2504,8,480577382,480577383,21,17,8056,246843,2403,6,480577382,480577383,12,17,6393,306274,2067,480577382,480577383,2,12,17,6377,369342,2030,4,480577382,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  LostPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,321658,156,0,0,0,35503,425146,3762,0,0,0,0,0,0,0,0,0,0,0,0,25955,0,0,0,91,86297,21,0,0,0,43,45965,7,0,0,0,0,32038,0,0,0,170,207231,107,0,0,0,0,4,4,0,783,206656,231,0,0,0,2,11,2,5,1785,208797,525,4,0,0,3,32,4,3,5291,255433,1572,6,0,0,11,36,6,4,8335,332031,2504,8,0,0,21,17,8056,246843,2403,6,0,0,12,17,6393,306274,2067,0,0,2,12,17,6377,369342,2030,4,0,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  MisorderPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,4,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  PayloadErrors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  BitErrorRate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,2658812331",5,"291414,25180351",5,"16,2618450128",0,0,0,1,"167,5081938747",6,"994982,05764368",1,"2377,1324037936",0,0,0,0,0,0,0,0,0,0,0,0,4,"26761,056506752",0,0,0,2,"9,9234571907",1,"419072,14836909",6,"9,0541318657",0,0,0,1,"4,1396555937",7,"55798,453926421",2,"3,0180439459",0,0,0,3,"0,2882919951",5,"26785,719167137",6,"0,5765839804",0,0,5,"6,2297931954",3,"40841,82945384",3,"55,1355361931",0,0,0,0,5,"338,1365401931",8,"22,0672988827",0,2,"57,4732640358",3,"398957,93489575",7,"59,5954551386",0,0,0,4,"11,0380242445",1,"4679,8766923241",4,"11,0336479546",1,"27,5917859892",5,"86,9601246954",3,"434186,22227485",1,"726,3533218202",8,"22,0734273046",0,0,6,"16,5570374819",4,"2705,1063642312",8,"22,0672988827",6,"16,5550693633",1,"739,8353228406",4,"201556,78661342",5,"169,195245947",1,"233,1101454171",0,0,2,"260,7091701428",4,"8043,2469166212",1,"233,1009527843",8,"22,0734273046",2,"741,1202757419",5,"462235,66802778",8,"237,1720358255",1,"644,1468665033",0,0,4,"315,8534518266",3,"493,8121481884",2,"649,0480954353",4,"60209,37196807",7,"901,7662052847",1,"233,1101454171",0,0,2,"466,2281900707",3,"493,7861023944",2,"103,1916009023",5,"38240,21960497",6,"806,7648297572",0,0,6,"16,5570363668",2,"466,2019323301",3,"493,8121481884",2,"98,2591627168",6,"76356,51451739",6,"681,8097194482",8,"22,0734273046",0,3,"288,3042772161",3,"82,7754137214"
RX Latency:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMinLatency,2046,2559,9968,6007,6231,8508,9847,2559,2046,2559,6207,6303,8605,9895,2559,2046,6327,6351,8629,9871,10064,8492,10040,8925,9046,2415,10088,8444,10088,9070,9070,2559,2559,9118,4924,4884,6921,7145,9871,9294,4555,3657,4555,2936,6889,4555,3657,4555,2936,2960,6889,4555,3657,4579,2960,2960,6889,4555,3681,4555,3032,6889,7081,5774,7081,4740,5750,5774,4884,4387,4764,4932,7081,5774,7081,4764,5774,5774,4908,4387,4788,4932,7113,5902,7113,4868,5878,5878,5037,4515,4892,5061,7113,5902,7113,4868,5878,5902,5037,4515,4892,5061,9663,8091,9687,2415,8621,8741,2463,2607,9687,8091,9735,2439,8621,8741,2583,2463,9615,8067,9663,8428,8741,2583,2463,2631,9687,8115,9687,2463,8452,2607,2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrAvgLatency,2712,2830,10319,6107,6231,8508,11118,3202,3514,3235,11279,6303,8605,12857,3127,3505,11351,6351,8629,12738,11267,11727,11261,8925,9046,4897,11284,11735,11249,9070,9070,3284,3303,11762,6756,6745,9269,9248,12898,11903,5385,5742,5448,2936,9733,5391,5705,5431,2936,2960,9738,5406,5696,5420,2960,2960,9763,5399,5685,5397,3032,9769,8042,8533,8070,7474,5750,5774,7630,7086,7485,7680,8055,8489,8061,7520,5774,5774,7678,7103,7529,7733,8172,8526,8194,7604,5878,5878,7751,7189,7619,7807,8174,8491,8197,7594,5878,5902,7742,7182,7609,7799,10852,11297,10809,4897,8621,8741,4934,5098,10870,11328,10845,4902,8621,8741,5064,4922,10844,11313,10828,8428,8741,5063,4923,5118,10877,11344,10859,4944,8452,5102,5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMaxLatency,21874,15644,34022,6207,6231,8508,35080,19301,33789,18844,16350,6303,8605,46626,16053,30775,16374,6351,8629,46578,33757,41832,34792,8925,9046,30751,27888,27118,27527,9070,9070,19301,18868,55109,45496,41383,49577,50643,46314,58782,30101,36179,27768,2936,38039,27359,36155,27768,2936,2960,38063,27864,36155,27816,2960,2960,38063,28465,36155,27864,3032,37967,32025,53690,32699,45800,5750,5774,48398,40877,45127,48110,32025,53811,32699,44550,5774,5774,48422,40877,45127,48134,32154,53891,32803,44654,5878,5878,48527,40982,45231,48262,34102,53602,34776,46554,5878,5902,48479,41102,45183,48214,36796,56272,36844,37798,8621,8741,39218,39218,36820,56641,36892,39891,8621,8741,40420,41455,36171,56641,36844,8428,8741,38833,38857,39771,36844,54741,36892,34383,8452,38881,39242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrLatencyRange,19828,13085,24054,200,0,0,25233,16742,31743,16285,10143,0,0,36731,13494,28729,10047,0,0,36707,23693,33340,24752,0,0,28336,17800,18674,17439,0,0,16742,16309,45991,40572,36499,42656,43498,36443,49488,25546,32522,23213,0,31150,22804,32498,23213,0,0,31174,23309,32498,23237,0,0,31174,23910,32474,23309,0,31078,24944,47916,25618,41060,0,0,43514,36490,40363,43178,24944,48037,25618,39786,0,0,43514,36490,40339,43202,25041,47989,25690,39786,0,0,43490,36467,40339,43201,26989,47700,27663,41686,0,0,43442,36587,40291,43153,27133,48181,27157,35383,0,0,36755,36611,27133,48550,27157,37452,0,0,37837,38992,26556,48574,27181,0,0,36250,36394,37140,27157,46626,27205,31920,0,36274,36611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMinLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrAvgLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMaxLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrLatencyRange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX Jitter:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMinJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrAvgJitter,0,118,0,0,N/A,N/A,0,154,0,481,0,N/A,N/A,0,121,0,0,N/A,N/A,0,203,0,650,N/A,N/A,0,204,0,611,N/A,N/A,156,502,0,0,0,0,0,0,0,167,0,538,N/A,0,169,0,539,N/A,N/A,0,168,0,543,N/A,N/A,0,168,0,536,N/A,0,185,0,578,0,N/A,N/A,0,0,0,0,172,0,576,0,N/A,N/A,0,0,0,0,171,0,569,0,N/A,N/A,0,0,0,0,171,0,563,0,N/A,N/A,0,0,0,0,201,0,584,0,N/A,N/A,0,0,198,0,599,0,N/A,N/A,0,0,212,0,599,N/A,N/A,0,0,0,216,0,614,0,N/A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMaxJitter,19267,12989,23813,200,0,0,24583,16525,31166,16140,10142,0,0,35504,13302,28167,10046,0,0,35455,23164,32160,24222,0,0,28191,17246,17896,17030,0,0,16549,16188,44203,39593,35528,41140,40571,34758,46913,25208,31454,22995,0,28576,22442,31430,22899,0,0,28528,22851,31406,22947,0,0,28335,23525,31430,22995,0,28119,24559,45975,25353,39569,0,0,39376,36057,39809,39184,24559,45927,25353,39497,0,0,38631,36057,39809,39184,24583,46071,25353,39473,0,0,38919,36249,40026,39400,26459,45975,27349,39448,0,0,40218,36370,40026,39448,26435,45831,26652,35335,0,0,36538,35888,26411,46320,26604,37332,0,0,36153,38751,26074,46320,26820,0,0,36009,36321,36875,26724,44259,26652,31775,0,36009,35431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrJitterRange,19267,12989,23813,200,0,0,24583,16525,31166,16140,10142,0,0,35504,13302,28167,10046,0,0,35455,23164,32160,24222,0,0,28191,17246,17896,17030,0,0,16549,16188,44203,39593,35528,41140,40571,34758,46913,25208,31454,22995,0,28576,22442,31430,22899,0,0,28528,22851,31406,22947,0,0,28335,23525,31430,22995,0,28119,24559,45975,25353,39569,0,0,39376,36057,39809,39184,24559,45927,25353,39497,0,0,38631,36057,39809,39184,24583,46071,25353,39473,0,0,38919,36249,40026,39400,26459,45975,27349,39448,0,0,40218,36370,40026,39448,26435,45831,26652,35335,0,0,36538,35888,26411,46320,26604,37332,0,0,36153,38751,26074,46320,26820,0,0,36009,36321,36875,26724,44259,26652,31775,0,36009,35431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMinJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrAvgJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMaxJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrJitterRange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
