Global Stream Statistics Counters:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxPackets,1008,407025,5662,180,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5663,5664,5665,5665,4069428,1008,5662,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5663,5664,5665,5665,4069428,1008,407025,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5662,22670,5662,5663,5664,5665,5665,4069428,1008,407025,5541,22670,5518,5536,5665,5665,4069428,1008,407025,5609,22670,5602,5609,5664,5665,4069426,1008,407025,5596,22670,5584,5575,5664,5665,4069505,407020,5512,22669,5506,5534,5552,5551,5580,4069363,1008,407001,5512,22670,5499,5533,5549,5548,5581,4069363,1008,407001,5512,5503,5531,5551,5549,5578,,77076922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX Errors:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  TxRxDiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,144,127,0,0,0,0,0,53,0,60,54,0,0,2,0,0,66,0,78,88,0,0,0,5,150,1,156,129,112,114,85,65,0,24,150,0,163,130,115,117,84,65,0,24,150,159,132,113,116,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  LostPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,144,127,0,0,0,0,0,53,0,60,54,0,0,2,0,0,66,0,78,88,0,0,0,5,150,1,156,129,112,113,84,65,0,24,150,0,163,130,115,116,83,65,0,24,150,159,132,113,115,86,,3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  MisorderPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  PayloadErrors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  BitErrorRate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"52023594,541435",0,4,"21732237,048193",3,"69542784,208663",0,0,0,0,0,1,"51119665,561345",0,1,"71492425,408226",1,"53981025,431506",0,0,5,"5848,8414023814",0,0,1,"8893197,555747",0,2,"24221588,882473",2,"53807867,905464",0,0,2,"7923,8786133359",1,"675146,63116845",4,"41659490,190684",6,"97446,681177649",4,"60498117,271159",3,"7732979,208836",3,"25528023,893757",3,"28683212,443842",2,"41918538,424958",1,"815115,44592204",0,6,"700899,32769877",4,"41688725,583153",0,4,"82293953,371229",3,"80325048,020426",3,"34574108,688756",3,"37744824,235264",2,"38986411,981247",1,"815115,44592204",0,6,"700899,32769877",4,"4168570,822831",4,"69841494,982447",3,"86423739,626279",3,"28548809,792685",3,"34724623,507565",2,"47833531,484887"
RX Latency:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMinLatency,15492,2535,2126,15107,13399,4916,7001,9070,11403,9198,2559,15492,2535,2070,13343,4916,7001,9070,11403,9198,2559,15540,2094,13343,4964,7009,9190,11547,9278,2535,15516,2535,2046,13343,4940,7001,9190,11523,9278,2559,15540,2607,2094,13367,4964,7025,9190,11523,9278,2559,15540,2559,13367,4876,7033,9190,11467,9158,4507,12630,4435,3714,10657,4379,6536,8773,6488,4435,12630,4459,3738,10713,2286,4307,6560,8773,6488,4459,12533,4507,3657,10761,2238,4331,6327,8821,6456,6985,10032,6913,5798,8629,4403,4203,6536,4363,6985,10056,6937,5798,8396,4459,2286,4203,6536,4483,6985,10056,6937,5822,8420,4499,2214,4203,6536,4347,9639,7707,9495,8091,6520,6792,4579,4259,2302,9639,7731,9495,8091,6520,6792,4579,2238,4259,12309,5157,12068,10401,4331,9102,6552,4451,4475,14883,14594,12638,2094,11435,9126,6600,4475,6640,14835,2607,14570,12806,2070,11291,8981,6736,4523,6592,14883,2655,14570,12878,11339,9030,6784,4571,6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrAvgLatency,16757,2817,2710,15680,16501,6028,8670,11206,13794,11213,3051,17659,3025,2779,16604,6126,8770,11315,13898,11312,3024,17559,2764,16596,6119,8759,11306,13886,11306,3097,17657,3030,2798,16591,6110,8754,11298,13881,11294,3120,17673,3051,2829,16622,6141,8785,11330,13913,11326,3098,17672,3048,16651,6172,8819,11360,13946,11359,5208,14510,5147,4968,13410,5574,8112,10702,8116,5223,14519,5142,4956,13414,2881,5579,8117,10706,8121,5247,14534,5166,4971,13412,2905,5577,8114,10703,8119,7879,11819,7768,7665,10849,5575,5496,8112,5561,7899,11904,7779,7674,10858,5586,2886,5507,8121,5573,7905,11937,7782,7659,10874,5570,2897,5542,8140,5597,10671,9480,10506,10461,8297,8370,5725,5612,2965,10673,9426,10492,10482,8340,8389,5751,2955,5637,13371,6813,13174,13123,5578,11025,8358,5673,5697,16059,15742,15809,2849,13715,11062,8360,5669,8383,16021,4111,15733,15770,2816,13675,11026,8328,5641,8355,16033,4139,15724,15800,13734,11084,8372,5684,8395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMaxLatency,22059,15260,12012,29564,27615,7185,9952,21185,26373,19517,21177,28770,21057,12060,36780,10513,13207,30662,26918,27840,21201,28770,12084,33581,7594,10224,30686,26942,27864,21153,28770,21033,12036,36804,10593,13223,30638,26990,27912,21177,28794,21057,12036,36684,10641,13223,30662,27014,27936,21153,28794,21033,36684,10641,13223,30638,27014,27936,23606,25427,22139,15749,28722,6929,22315,23021,21201,23101,25451,22163,15749,28746,3946,6969,22412,23021,21129,23149,25451,20792,15749,29852,3978,7017,22460,23045,21177,26276,22901,23703,18395,28329,6744,17457,21947,16983,26276,22901,23655,18443,28329,6744,3986,17481,21971,17008,26276,22901,23655,18467,28353,6776,3946,17505,21995,17008,29003,20215,27992,21121,21594,9623,6889,20896,15075,33284,20215,26381,21121,21594,9639,6889,14065,20896,36026,17761,29099,22051,17673,12485,9607,16542,16831,38745,31769,25803,12926,15276,12557,19204,17561,16382,38696,15115,31817,25755,12902,15227,12413,19229,17465,16286,32539,15115,31865,20632,15420,12557,9799,7081,9855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrLatencyRange,6567,12725,9886,14457,14216,2269,2951,12115,14970,10319,18618,13278,18522,9990,23437,5597,6206,21592,15515,18642,18642,13230,9990,20238,2630,3215,21496,15395,18586,18618,13254,18498,9990,23461,5653,6222,21448,15467,18634,18618,13254,18450,9942,23317,5677,6198,21472,15491,18658,18594,13254,18474,23317,5765,6190,21448,15547,18778,19099,12797,17704,12035,18065,2550,15779,14248,14713,18666,12821,17704,12011,18033,1660,2662,15852,14248,14641,18690,12918,16285,12092,19091,1740,2686,16133,14224,14721,19291,12869,16790,12597,19700,2341,13254,15411,12620,19291,12845,16718,12645,19933,2285,1700,13278,15435,12525,19291,12845,16718,12645,19933,2277,1732,13302,15459,12661,19364,12508,18497,13030,15074,2831,2310,16637,12773,23645,12484,16886,13030,15074,2847,2310,11827,16637,23717,12604,17031,11650,13342,3383,3055,12091,12356,23862,17175,13165,10832,3841,3431,12604,13086,9742,23861,12508,17247,12949,10832,3936,3432,12493,12942,9694,17656,12460,17295,7754,4081,3527,3015,2510,3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMinLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrAvgLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMaxLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrLatencyRange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX Jitter:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMinJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrAvgJitter,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMaxJitter,6350,12628,9317,14192,10912,1282,1635,8739,13414,8218,18449,12941,18329,9365,20013,4674,4634,17447,13390,16597,18449,12820,9341,16862,1876,2180,17447,13085,16597,18401,12820,18305,9317,20085,4746,4674,17431,13133,16645,18425,12820,18305,9292,19916,4770,4650,17687,13133,16669,18401,12820,18257,19892,4770,4586,17663,13133,16645,18858,12748,17319,10816,15106,2012,14087,12788,13181,18305,12772,17343,10808,15298,1395,2092,14087,13005,13085,18329,12724,16044,11072,16380,1395,2140,14400,13005,13133,18858,12700,16356,10904,17479,1924,12019,14079,11706,18834,12676,16597,10952,17455,1924,1347,12043,14103,11730,18834,12772,16573,10928,17479,1924,1314,12019,14103,11706,18906,12363,17896,9148,13069,2429,1747,14993,12323,23164,12387,16693,9172,12989,2429,1747,11265,14897,23188,12267,16693,10110,12436,3054,2253,11024,11257,22923,16813,11281,10030,3247,2541,11097,12067,7921,23019,12291,16910,11401,10054,3343,2662,11169,11995,7873,17222,12387,16910,5067,3367,2637,2493,1948,2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrJitterRange,6350,12628,9317,14192,10912,1282,1635,8739,13414,8218,18449,12941,18329,9365,20013,4674,4634,17447,13390,16597,18449,12820,9341,16862,1876,2180,17447,13085,16597,18401,12820,18305,9317,20085,4746,4674,17431,13133,16645,18425,12820,18305,9292,19916,4770,4650,17687,13133,16669,18401,12820,18257,19892,4770,4586,17663,13133,16645,18858,12748,17319,10816,15106,2012,14087,12788,13181,18305,12772,17343,10808,15298,1395,2092,14087,13005,13085,18329,12724,16044,11072,16380,1395,2140,14400,13005,13133,18858,12700,16356,10904,17479,1924,12019,14079,11706,18834,12676,16597,10952,17455,1924,1347,12043,14103,11730,18834,12772,16573,10928,17479,1924,1314,12019,14103,11706,18906,12363,17896,9148,13069,2429,1747,14993,12323,23164,12387,16693,9172,12989,2429,1747,11265,14897,23188,12267,16693,10110,12436,3054,2253,11024,11257,22923,16813,11281,10030,3247,2541,11097,12067,7921,23019,12291,16910,11401,10054,3343,2662,11169,11995,7873,17222,12387,16910,5067,3367,2637,2493,1948,2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMinJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrAvgJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrMaxJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  CurrJitterRange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
