Global Stream Statistics Counters:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  TxPackets,1662461,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,52602,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,52602,3324923,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,3324923,1662463,1662463,1662464,294574,1195459166,1662461,119545986,3324930,3324923,1662463,3324923,1662464,294574,1195459166,1662461,119545986,3324930,3324923,1662463,3324923,1662463,294574,1195459166,1662461,119545986,3324930,3324923,1662463,3324923,1662463,1662464,1195459166,1662461,119545986,3324930,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324923,1662463,3324923,1662463,1662464,294574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX Totals:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxPercent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxBpsL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxBpsL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxPps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxBytes,1315214991,13150058460,2630577256,5786220,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315214991,13150058460,2630577256,198220,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315214991,2630577256,198220,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315214991,13150058460,2630577256,198220,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315214991,13150058460,2630577256,198220,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,13150058460,2630577256,198220,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315130566,13150058460,2630577256,244420,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315071305,13150058460,2630577256,244420,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315165199,13150058460,2630577256,244420,2630571939,1315216803,2630571939,1315216803,1315218171,32403140,131500508260,1315147635,13150058460,2630577256,244420,2630571939,2630571939,1315216803,1315218171,32403140,131500524980,1314951012,13150060110,2630576481,2630471394,1315169442,2630572278,1315216803,1315218171,32403140,131500541810,1314794162,13150061650,2630576481,2630256337,1315055890,2630572278,1315216803,1315218171,32403140,131500525420,1314812700,13150059890,2630577637,2629922597,1314831061,1315216803,1315218171,32403140,131500507160,1313884284,13150057360,2630577256,2625532207,1312330712,2630571939,1315218171,32403140,131500508260,1313032074,13150058460,2630577256,2627524467,1313703846,2629941503,1314923905,32403140,131500709010,1314247379,13150077600,2630583033,2629749575,1314832856,2629714243,1314745814,1315220979,131500659400,1305469794,13150071550,2630580529,2611598109,1305761598,2588247516,1281050398,1315219668,32403140,131500522780,1313935964,13150059010,2628844766,1314450975,2559796324,1257404492,1315218171,32403140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxPackets,1662461,119545986,3324930,52602,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,1802,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,3324930,1802,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,1802,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662461,119545986,3324930,1802,3324923,1662463,3324923,1662463,1662464,294574,1195459166,119545986,3324930,1802,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662395,119545986,3324930,2222,1662463,3324923,1662463,1662464,294574,1195459166,1662350,119545986,3324930,2222,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662423,119545986,3324930,2222,3324923,1662463,3324923,1662463,1662464,294574,1195459166,1662406,119545986,3324930,2222,3324923,3324923,1662463,1662464,294574,1195459318,1662253,119546001,3324930,3324840,1662424,3324924,1662463,1662464,294574,1195459471,1662119,119546015,3324930,3324675,1662339,3324924,1662463,1662464,294574,1195459322,1662145,119545999,3324931,3324424,1662166,1662463,1662464,294574,1195459156,1661371,119545976,3324930,3320742,1660100,3324923,1662464,294574,1195459166,1660659,119545986,3324930,3322400,1661211,3324406,1662221,294574,1195460991,1661671,119546160,3324936,3324252,1662145,3324214,1662073,1662468,1195460540,1654389,119546105,3324934,3309194,1654619,3289707,1634066,1662465,294574,1195459298,1661415,119545991,3323501,1661833,3266111,1614488,1662464,294574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX Errors:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  TxRxDiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50800,0,0,0,0,0,0,0,0,0,50800,0,0,0,0,0,0,0,0,0,0,50800,0,0,0,0,0,0,0,0,0,0,50800,0,0,0,0,0,0,0,0,0,50800,0,0,0,0,0,0,0,66,0,0,50380,0,0,0,0,0,0,111,0,0,50380,0,0,0,0,0,0,0,38,0,0,50380,0,0,0,0,0,0,0,55,0,0,50380,0,0,0,0,0,0,208,0,0,83,39,0,0,0,0,0,342,0,0,248,124,0,0,0,0,0,316,0,0,499,297,0,0,0,10,1090,10,0,4181,2363,0,0,0,0,1802,0,0,2523,1252,517,242,0,0,790,0,0,671,318,709,390,0,0,8072,0,0,15729,7844,35216,28397,0,0,0,1046,0,1422,630,58812,47975,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  LostPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50690,0,0,0,0,0,0,0,0,0,50690,0,0,0,0,0,0,0,0,0,0,50690,0,0,0,0,0,0,0,0,0,0,50690,0,0,0,0,0,0,0,0,0,50690,0,0,0,0,0,0,0,66,0,0,50272,0,0,0,0,0,0,111,0,0,50272,0,0,0,0,0,0,0,38,0,0,50272,0,0,0,0,0,0,0,55,0,0,50272,0,0,0,0,0,0,208,0,0,83,39,0,0,0,0,0,342,0,0,248,124,0,0,0,0,0,316,0,0,499,297,0,0,0,10,1090,10,0,4181,2363,0,0,0,0,1802,0,0,2523,1252,517,242,0,0,790,0,0,671,318,709,390,0,0,8072,0,0,15729,7844,35216,28397,0,0,0,1046,0,1422,630,58812,47975,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  MisorderPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  PayloadErrors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  BitErrorRate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319657451316719,0,0,0,0,0,0,0,0,0,0,319657451316719,0,0,0,0,0,0,0,0,0,0,0,319657451316719,0,0,0,0,0,0,0,0,0,0,0,319657451316719,0,0,0,0,0,0,0,0,0,0,319657451316719,0,0,0,0,0,0,0,6,"27314,140001518",0,0,0,257098437116439,0,0,0,0,0,0,1,"55075,86906096",0,0,0,257098437116439,0,0,0,0,0,0,0,3,"6117,135730262",0,0,0,257098437116439,0,0,0,0,0,0,0,5,"22754,998529119",0,0,0,257098437116439,0,0,0,0,0,9,"0,5056654731",1,"977259,97111138",9,"50,5659970706",0,3,"94415,997971503",3,"70674,670830742",0,0,0,0,1,"90,113285131",3,"25145,95238977",1,"90,11317715",0,1,"178592,35101617",1,"178657,12916582",0,0,0,0,9,"5,0566544132",3,"4230,18426883",9,"50,5660129735",0,2,"371742,80608685",2,"823556,66071384",0,0,0,9,"5,0566676126",1,"370015,2029522",9,"505,6619585726",0,1,"9905488,0609202",2,"2507664,9734004",0,0,0,0,1,"7154950,3214953",0,0,1,"2002742,6560972",1,"1912882,8370652",2,"457278,98990459",2,"300513,35175932",0,1,"140,6782604388",7,"513806,12036206",1,"1406,7767934693",0,3,"189467,19479934",3,"23197,95391544",3,"370138,03822638",3,"70794,10697405",0,9,"50,565575643",7,"7290183,5521137",9,"505,6517011879",0,7,"5284362,9815938",7,"5090276,9312412",1,"70076469,610722",2,"77087068,981965",0,0,9,"5,0566563215",9,"951017,67379586",9,"50,5660765852",6,"761525,14971285",5,"991094,49479468",2,"87190817,920715",4,"76924890,769358",0,0
RX Latency:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMinLatency,2054,2559,8989,10296,4836,4876,6969,6921,9182,10489,2559,2070,2559,8989,10344,4900,4932,7041,7009,9198,10489,2559,2086,8989,10369,4884,4932,6993,7001,9206,10537,2559,2046,2559,9086,10465,4932,4956,7065,7033,9222,10513,2559,2062,2583,8917,10441,4836,4860,7017,6897,9110,10537,2559,2583,8941,10441,4860,4884,6953,6889,9118,10537,4555,3681,4555,6271,7410,2238,4299,4275,6440,7458,4555,3681,4555,6287,7410,2190,2238,4275,4267,6400,7458,4555,3657,4555,6343,7410,2206,2214,4299,4315,6480,7482,4483,3657,4483,6392,7482,2206,4339,4291,6520,7482,7033,5918,7033,4203,4403,4443,2150,2134,4275,5077,7033,5910,7033,4203,4395,4443,2134,2134,4275,5004,7137,6039,7137,4259,4507,4547,2214,4403,5085,7161,6071,7161,4283,4531,4555,2238,4403,5109,9663,8356,9663,2094,6744,6760,4419,4427,2655,9711,8164,9711,2134,6672,6696,4427,4427,2262,9663,8140,9687,2094,6640,6656,4403,4387,2214,2631,9711,8276,9711,6776,6792,4539,4403,2278,2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrAvgLatency,2741,2879,11248,10628,6134,6149,8740,8758,11410,11850,3204,3557,3094,12043,10959,6937,6949,9538,9564,12208,13600,3180,3534,12056,10971,6942,6959,9547,9574,12221,13461,3226,3559,3109,12076,11019,6961,6976,9568,9596,12240,13556,3228,3597,3113,12083,11020,6971,6986,9576,9603,12247,13562,3234,3097,12084,11009,6994,7018,9576,9600,12251,13564,5362,5694,5235,8793,7852,3663,6226,6243,8962,10399,5380,5704,5255,8815,7870,3696,3686,6246,6263,8982,10403,5382,5703,5272,8806,7896,3696,3716,6237,6253,8973,10394,5372,5709,5260,8835,7903,3697,6261,6274,9001,10398,8065,8471,7925,6091,6490,6519,3550,3536,6262,7741,8069,8448,7885,6122,6425,6445,3568,3552,6305,7744,8169,8531,7975,6210,6498,6519,3654,6379,7835,8180,8537,7976,6270,6498,6513,3683,6464,7867,10949,11332,10633,3530,9287,9303,6455,6495,5159,10950,11374,10665,3560,9330,9346,6497,6528,3707,10882,11316,10637,3490,9272,9287,6458,6484,3631,5155,10942,11361,10657,9318,9335,6503,6515,3627,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
