Global Stream Statistics Counters:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  RxBytes,6368735008,63678139800,28904,22414920,1429,1429,156904440,636781322760,6368735008,63678139800,28548,1429,1429,156904440,636781322760,6368735008,28201,1429,1429,156904440,636781322760,6368735008,63678139800,28101,1429,1429,156904440,636781322760,6368735008,63678139800,28019,1429,1429,156904440,636781322760,63678139800,25472817695,6368736874,6368737860,6368732305,6368732719,6368733982,156904440,636781322760,6368494904,63678139800,26035,1429,156904440,636781322760,6368341109,63678139800,24690,1429,1429,156904440,636781322760,6368563158,63678139800,22853,1429,1429,156904440,636781322760,6368573148,63678139800,21349,1429,156904440,636781322760,6367731563,63678139580,19900,1429,1429,156904440,636781321880,6366543305,63678139800,18888,1429,1429,156904440,636781322100,6367831995,63678139800,15623,1429,1429,156904440,636781322320,6367673508,63678139800,14137,1429,1429,156904440,636781322760,6364537023,63678139360,13603,1429,1429,156904440,636781340140,6362193231,63678140900,11919,1429,1429,636781321220,6364128664,63678139360,11390,1429,1429,156904440,636781271720,6105667192,63678127480,1429,1429,156904440,,,,,,,,,,,,,,,,,,,,,,,
  RxPackets,8050334,578892180,39,203772,1,1,1426404,5788921116,8050334,578892180,38,1,1,1426404,5788921116,8050334,36,1,1,1426404,5788921116,8050334,578892180,35,1,1,1426404,5788921116,8050334,578892180,34,1,1,1426404,5788921116,578892180,32201367,8050337,8050338,8050330,8050331,8050332,1426404,5788921116,8050149,578892180,30,1,1426404,5788921116,8050034,578892180,29,1,1,1426404,5788921116,8050196,578892180,27,1,1,1426404,5788921116,8050208,578892180,26,1,1426404,5788921116,8049557,578892178,24,1,1,1426404,5788921108,8048551,578892180,23,1,1,1426404,5788921110,8049614,578892180,18,1,1,1426404,5788921112,8049474,578892180,17,1,1,1426404,5788921116,8046881,578892176,17,1,1,1426404,5788921274,8045024,578892190,15,1,1,5788921102,8046672,578892176,14,1,1,1426404,5788920652,7831943,578892068,1,1,1426404,,,,,,,,,,,,,,,,,,,,,,,
RX Errors:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  TxRxDiff,0,0,32283699,0,8050336,8050337,0,0,0,0,32283700,8050336,8050337,0,0,0,32283702,8050336,8050337,0,0,0,0,32283703,8050336,8050337,0,0,0,0,32283704,8050336,8050337,0,0,0,82371,0,0,0,0,0,0,0,185,0,32283708,8050337,0,0,300,0,32283709,8050336,8050337,0,0,138,0,32283711,8050336,8050337,0,0,126,0,32283712,8050336,0,0,777,2,32283714,8050336,8050337,0,8,1783,0,32283715,8050336,8050337,0,6,720,0,32283720,8050336,8050337,0,4,860,0,32283721,8050336,8050337,0,0,3453,4,32283721,8050336,8050337,0,0,5310,0,32283723,8050336,8050337,14,3662,4,32283724,8050336,8050337,0,464,218391,112,8050336,8050337,0,,,,,,,,,,,,,,,,,,,,,,,
  LostPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,300,0,0,0,0,0,0,138,0,0,0,0,0,0,126,0,0,0,0,0,777,2,0,0,0,0,8,1783,0,0,0,0,0,6,720,0,0,0,0,0,4,860,0,0,0,0,0,0,3453,4,0,0,0,0,0,5310,0,0,0,0,14,3662,4,0,0,0,0,464,218391,112,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
  MisorderPackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
  PayloadErrors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
  BitErrorRate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"63115,623841912",0,0,0,0,0,5,"88850,367123135",0,0,0,0,0,0,2,"70861,724568611",0,0,0,0,0,0,2,"47308,143189753",0,0,0,0,0,1,"525268,44197311",3,"92,5994095445",0,0,0,0,1,"57,0397820476",3,"500722,28087986",0,0,0,0,0,1,"17,779836495",1,"413353,87099829",0,0,0,0,0,7,"8,5198909695",1,"688214,69670112",0,0,0,0,0,0,6,"781718,73995241",7,"85,1988218018",0,0,0,0,1,"9,629972193",1,"43272,3054777",1,"96,2997007031",0,0,0,2,"74,8196188681",7,"19265,78510167",7,"85,1988218018",0,0,0,0,9,"108,3080762311",4,"47107157,032217",2,"1985,5711121485",0,0,0
RX Latency:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMinLatency,2070,2559,9711,10296,6087,6183,10513,2559,2094,2559,9711,6087,6183,10513,2559,2070,9735,6111,6231,10537,2559,2070,2559,9831,6207,6303,10537,2559,2070,2559,9855,6231,6327,10561,2559,2559,9198,4900,4852,7161,7137,9374,10561,4555,3681,4555,7971,2960,7458,4459,3681,4459,7971,2888,2984,7458,4483,3697,4507,8019,2912,3008,7482,4459,3706,4459,7995,2888,7482,7033,5846,7057,5373,5461,5558,4980,7033,5838,7057,5373,5437,5534,5004,7137,5967,7161,5317,5566,5662,5109,7137,5967,7137,5293,5662,5758,5109,9639,8115,9687,2679,8260,8356,2631,9663,8140,9663,2735,8284,8380,9639,8115,9639,2679,8260,8356,2631,9687,8164,9687,8404,8500,2655,,,,,,,,,,,,,,,,,,,,,,,
  AggrAvgLatency,2708,2803,11373,10592,6087,6183,11834,3171,3506,3073,11464,6087,6183,13595,3131,3501,11353,6111,6231,13433,3207,3541,3089,11504,6207,6303,13588,3197,3558,3096,11621,6231,6327,13603,3231,3134,11826,6821,6818,9332,9320,11949,13598,5358,5705,5193,8688,2960,10406,5362,5704,5190,8622,2888,2984,10404,5382,5726,5204,8677,2912,3008,10416,5360,5718,5182,8691,2888,10410,8058,8413,7885,6748,5461,5558,7716,8049,8405,7835,6798,5437,5534,7679,8168,8524,7957,7122,5566,5662,7783,8154,8516,7938,7326,5662,5758,7765,10882,11366,10647,4095,8260,8356,5106,10892,11302,10630,4307,8284,8380,10881,11278,10598,4379,8260,8356,5110,10931,11281,10621,8404,8500,5154,,,,,,,,,,,,,,,,,,,,,,,
  AggrMaxLatency,20808,15620,13015,25619,6087,6183,30021,19108,33028,18940,14490,6087,6183,39955,16029,30205,11667,6111,6231,39979,19180,33028,19036,14514,6207,6303,39835,19156,32787,19036,14538,6231,6327,39835,19132,18964,46795,41086,36131,42377,46298,47973,39883,22043,33966,24112,16847,2960,34303,22043,33966,24136,16847,2888,2984,34327,28153,33990,24160,16871,2912,3008,34327,28153,33990,24136,16895,2888,34230,28898,37606,26493,19613,5461,5558,30670,28730,37606,26517,19613,5437,5534,30646,28858,37758,26621,17553,5566,5662,31015,28858,37710,24577,19766,5662,5758,30991,27463,39779,27391,14730,8260,8356,29067,27487,26557,27391,14754,8284,8380,27487,39803,27415,14778,8260,8356,29067,27535,39827,27463,8404,8500,29043,,,,,,,,,,,,,,,,,,,,,,,
  AggrLatencyRange,18738,13061,3304,15323,0,0,19508,16549,30934,16381,4779,0,0,29442,13470,28135,1932,0,0,29442,16621,30958,16477,4683,0,0,29298,16597,30717,16477,4683,0,0,29274,16573,16405,37597,36186,31279,35216,39161,38599,29322,17488,30285,19557,8876,0,26845,17584,30285,19677,8876,0,0,26869,23670,30293,19653,8852,0,0,26845,23694,30284,19677,8900,0,26748,21865,31760,19436,14240,0,0,25690,21697,31768,19460,14240,0,0,25642,21721,31791,19460,12236,0,0,25906,21721,31743,17440,14473,0,0,25882,17824,31664,17704,12051,0,0,26436,17824,18417,17728,12019,0,0,17848,31688,17776,12099,0,0,26436,17848,31663,17776,0,0,26388,,,,,,,,,,,,,,,,,,,,,,,
  CurrMinLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
  CurrAvgLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
  CurrMaxLatency,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
  CurrLatencyRange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
RX Jitter:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  AggrMinJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
  AggrAvgJitter,0,67,0,0,N/A,N/A,0,131,0,191,0,N/A,N/A,0,111,0,0,N/A,N/A,0,131,0,195,0,N/A,N/A,0,130,0,191,0,N/A,N/A,0,134,205,128,0,0,0,0,0,0,143,0,224,0,N/A,0,143,0,218,0,N/A,N/A,0,140,0,213,0,N/A,N/A,0,152,0,211,0,N/A,0,152,0,241,0,N/A,N/A,0,151,0,238,0,N/A,N/A,0,150,0,239,0,N/A,N/A,0,147,0,236,0,N/A,N/A,0,151,0,254,0,N/A,N/A,0,150,0,262,0,N/A,N/A,150,0,259,0,N/A,N/A,0,151,0,259,N/A,N/A,0,,,,,,,,,,,,,,,,,,,,,,,
  AggrMaxJitter,18080,12989,1627,15274,0,0,19219,16356,30420,16260,3103,0,0,24992,13253,27518,1603,0,0,25208,16380,30396,16380,3006,0,0,24992,16356,30156,16356,3006,0,0,25256,16308,16188,35840,35119,30188,30580,37877,36778,26363,17078,29121,19315,8739,0,25088,17078,29121,19339,8763,0,0,25112,23260,29121,19339,8739,0,0,25112,23573,29145,19339,8763,0,25088,21408,30148,19123,14143,0,0,25208,21239,30148,19147,14143,0,0,25208,21263,30172,19147,11954,0,0,25689,21263,30148,17030,14167,0,0,25593,17078,29169,17174,11954,0,0,26267,17102,17968,17150,11954,0,0,17126,29506,17174,12091,0,0,26291,17126,29482,17174,0,0,26219,,,,,,,,,,,,,,,,,,,,,,,
  AggrJitterRange,18080,12989,1627,15274,0,0,19219,16356,30420,16260,3103,0,0,24992,13253,27518,1603,0,0,25208,16380,30396,16380,3006,0,0,24992,16356,30156,16356,3006,0,0,25256,16308,16188,35840,35119,30188,30580,37877,36778,26363,17078,29121,19315,8739,0,25088,17078,29121,19339,8763,0,0,25112,23260,29121,19339,8739,0,0,25112,23573,29145,19339,8763,0,25088,21408,30148,19123,14143,0,0,25208,21239,30148,19147,14143,0,0,25208,21263,30172,19147,11954,0,0,25689,21263,30148,17030,14167,0,0,25593,17078,29169,17174,11954,0,0,26267,17102,17968,17150,11954,0,0,17126,29506,17174,12091,0,0,26291,17126,29482,17174,0,0,26219,,,,,,,,,,,,,,,,,,,,,,,
  CurrMinJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
  CurrAvgJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
  CurrMaxJitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
  CurrJitterRange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
